Cmplx_smiles_neutral_std,Lg K1
O=C(O)C1CCCC(C(=O)O)N1.[Pr+3], 5.83
O=C(O)C1CCCC(C(=O)O)N1.[Nd+3], 5.92
O=C(O)C1CCCC(C(=O)O)N1.[Sm+3], 6.13
O=C(O)C1CCCC(C(=O)O)N1.[Eu+3], 6.13
O=C(O)C1CCCC(C(=O)O)N1.[Gd+3], 6.09
O=C(O)C1CCCC(C(=O)O)N1.[Tb+3], 6.16
O=C(O)C1CCCC(C(=O)O)N1.[Dy+3], 6.26
O=C(O)C1CCCC(C(=O)O)N1.[Ho+3], 6.32
O=C(O)C1CCCC(C(=O)O)N1.[Er+3], 6.42
O=C(O)C1CCCC(C(=O)O)N1.[Tm+3], 6.53
O=C(O)C1CCCC(C(=O)O)N1.[Yb+3], 6.64
O=C(O)C1CCCC(C(=O)O)N1.[Lu+3], 6.71
O=C(O)C1CCCC(C(=O)O)N1.[Y+3], 6
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[La+3], 3.23
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[Ce+3], 3.38
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[Pr+3], 3.46
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[Nd+3], 3.68
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[Sm+3], 3.81
Nc1ccc(S(=O)(=O)O)cc1C(=O)O.[Y+3], 4.14
COc1cccc(C=O)c1O.[La+3], 4.267
COc1cccc(C=O)c1O.[Ce+3], 4.356
COc1cccc(C=O)c1O.[Pr+3], 4.448
COc1cccc(C=O)c1O.[Nd+3], 4.551
COc1cccc(C=O)c1O.[Sm+3], 4.634
COc1cccc(C=O)c1O.[Y+3], 4.853
Cc1cccc(C(=O)O)c1N.[La+3], 4.66
Cc1cccc(C(=O)O)c1N.[Ce+3], 4.79
Cc1cccc(C(=O)O)c1N.[Pr+3], 4.92
Cc1cccc(C(=O)O)c1N.[Nd+3], 5.1
Cc1cccc(C(=O)O)c1N.[Sm+3], 5.24
Cc1cccc(C(=O)O)c1N.[Y+3], 5.56
O=C(O)/C=C/c1ccccc1.[Ce+3], 2.91
O=C(O)/C=C/c1ccccc1.[Nd+3], 3.2
O=C(O)CCCCCCCC(=O)O.[Nd+3], 4.7
Oc1c(Cl)cc(Cl)c2cccnc12.[Nd+3], 6.6
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O.[Sm+3], 14.66
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O.[Eu+3], 14.98
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O.[Gd+3], 15.27
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O.[Tb+3], 15.77
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O.[Ho+3], 15.99
O=[P+]([O-])CN(C[P+](=O)[O-])C1CCCCC1N(C[P+](=O)[O-])C[P+](=O)[O-].[Lu+3], 16.69
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[La+3], 10.53
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Pr+3], 11.94
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Nd+3], 12.34
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Sm+3], 12.86
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Eu+3], 13.04
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Gd+3], 13.21
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Tb+3], 13.5
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Dy+3], 13.76
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Ho+3], 13.84
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Er+3], 14.13
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Tm+3], 14.25
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Yb+3], 14.52
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Lu+3], 14.48
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Y+3], 13.52
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 12.6
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 13.47
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 13.97
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 14.22
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 14.76
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Eu+3], 14.82
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Gd+3], 14.76
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tb+3], 14.83
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Dy+3], 14.83
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ho+3], 14.67
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Er+3], 14.51
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tm+3], 14.41
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Yb+3], 14.32
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Lu+3], 14.1
O=C(O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O.[Gd+3], 21.18
O=C(O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O.[Lu+3], 19.2
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1.[La+3], 10.81
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1.[Nd+3], 11.99
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1.[Gd+3], 12.37
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1.[Ho+3], 12.31
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1.[Yb+3], 13.42
O=S(=O)(O)c1cc(O)c(N=Nc2c(O)ccc3ccccc23)c2ccccc12.[La+3], 12.2
O=S(=O)(O)c1cc(O)c(N=Nc2c(O)ccc3ccccc23)c2ccccc12.[Y+3], 11.15
CC(=O)NCC(=O)O.[La+3], 1.61
CC(=O)NCC(=O)O.[Nd+3], 1.86
CC(=O)NCC(=O)O.[Sm+3], 1.88
CC(=O)NCC(=O)O.[Eu+3], 1.96
CC(=O)NCC(=O)O.[Tb+3], 1.65
CC(=O)NCC(=O)O.[Er+3], 1.51
CCC(C)(O)C(=O)O.[La+3], 2.35
CCC(C)(O)C(=O)O.[La+3], 2.01
CCC(C)(O)C(=O)O.[Ce+3], 2.51
CCC(C)(O)C(=O)O.[Pr+3], 2.54
CCC(C)(O)C(=O)O.[Nd+3], 2.65
CCC(C)(O)C(=O)O.[Sm+3], 2.8
CCC(C)(O)C(=O)O.[Sm+3], 2.6
CCC(C)(O)C(=O)O.[Eu+3], 2.9
CCC(C)(O)C(=O)O.[Gd+3], 2.94
CCC(C)(O)C(=O)O.[Tb+3], 3.1
CCC(C)(O)C(=O)O.[Dy+3], 3.16
CCC(C)(O)C(=O)O.[Dy+3], 3.03
CCC(C)(O)C(=O)O.[Ho+3], 3.24
CCC(C)(O)C(=O)O.[Er+3], 3.32
CCC(C)(O)C(=O)O.[Tm+3], 3.37
CCC(C)(O)C(=O)O.[Yb+3], 3.43
CCC(C)(O)C(=O)O.[Yb+3], 3.2
CCC(C)(O)C(=O)O.[Lu+3], 3.45
Oc1cccc(O)c1.[La+3], 4.49
Oc1cccc(O)c1.[La+3], 4.45
Oc1cccc(O)c1.[Ce+3], 4.59
Oc1cccc(O)c1.[Ce+3], 4.55
Oc1cccc(O)c1.[Pr+3], 5.1
Oc1cccc(O)c1.[Pr+3], 5.05
Oc1cccc(O)c1.[Nd+3], 5.4
Oc1cccc(O)c1.[Nd+3], 5.35
Oc1cccc(O)c1.[Sm+3], 6.01
Oc1cccc(O)c1.[Sm+3], 5.95
O=C(O)C1(O)CCCC1.[La+3], 2.377
O=C(O)C1(O)CCCC1.[Ce+3], 2.511
O=C(O)C1(O)CCCC1.[Pr+3], 2.604
O=C(O)C1(O)CCCC1.[Nd+3], 2.666
O=C(O)C1(O)CCCC1.[Pm+3], 2.73
O=C(O)C1(O)CCCC1.[Sm+3], 2.789
O=C(O)C1(O)CCCC1.[Eu+3], 2.803
O=C(O)C1(O)CCCC1.[Gd+3], 2.844
O=C(O)C1(O)CCCC1.[Tb+3], 2.898
O=C(O)C1(O)CCCC1.[Dy+3], 2.981
O=C(O)C1(O)CCCC1.[Ho+3], 3.021
O=C(O)C1(O)CCCC1.[Er+3], 3.066
O=C(O)C1(O)CCCC1.[Tm+3], 3.11
O=C(O)C1(O)CCCC1.[Yb+3], 3.175
O=C(O)C1(O)CCCC1.[Lu+3], 3.221
O=C(O)C1(O)CCCC1.[Y+3], 2.998
CC(C)C(C)(O)C(=O)O.[Pr+3], 2.25
CC(C)C(C)(O)C(=O)O.[Nd+3], 2.57
CC(C)C(C)(O)C(=O)O.[Eu+3], 2.68
CC(C)C(C)(O)C(=O)O.[Gd+3], 2.65
CC(C)C(C)(O)C(=O)O.[Ho+3], 3.02
CC(C)C(C)(O)C(=O)O.[Yb+3], 3.12
CC(C)C(C)(O)C(=O)O.[Yb+3], 3.1
CCCC(C)(O)C(=O)O.[La+3], 2.2
CCCC(C)(O)C(=O)O.[Ce+3], 2.21
CCCC(C)(O)C(=O)O.[Nd+3], 2.39
CCCC(C)(O)C(=O)O.[Nd+3], 2.38
CCCC(C)(O)C(=O)O.[Sm+3], 2.59
CCCC(C)(O)C(=O)O.[Dy+3], 3
CCCC(C)(O)C(=O)O.[Yb+3], 3.29
O=C(O)CSC(CC(=O)O)C(=O)O.[La+3], 4.38
O=C(O)CSC(CC(=O)O)C(=O)O.[La+3], 4.82
O=C(O)CSC(CC(=O)O)C(=O)O.[Ce+3], 4.76
O=C(O)CSC(CC(=O)O)C(=O)O.[Pr+3], 4.92
O=C(O)CSC(CC(=O)O)C(=O)O.[Pr+3], 4.15
O=C(O)CSC(CC(=O)O)C(=O)O.[Nd+3], 4.1
O=C(O)CSC(CC(=O)O)C(=O)O.[Nd+3], 4.82
O=C(O)CSC(CC(=O)O)C(=O)O.[Sm+3], 4.28
O=C(O)CSC(CC(=O)O)C(=O)O.[Gd+3], 3.68
O=C(O)CSC(CC(=O)O)C(=O)O.[Tb+3], 4.01
O=C(O)CSC(CC(=O)O)C(=O)O.[Dy+3], 4.69
O=C(O)CSC(CC(=O)O)C(=O)O.[Ho+3], 4.75
O=C(O)CSC(CC(=O)O)C(=O)O.[Er+3], 5.09
O=C(O)C1CCCCC1O.[La+3], 1.76
O=C(O)C1CCCCC1O.[Ce+3], 1.99
O=C(O)C1CCCCC1O.[Pr+3], 2.05
O=C(O)C1CCCCC1O.[Nd+3], 2.16
O=C(O)C1CCCCC1O.[Sm+3], 2.18
O=C(O)C1CCCCC1O.[Eu+3], 2.21
O=C(O)C1CCCCC1O.[Gd+3], 2.29
O=C(O)C1CCCCC1O.[Tb+3], 2.25
O=C(O)C1CCCCC1O.[Dy+3], 2.43
O=C(O)C1CCCCC1O.[Ho+3], 2.38
O=C(O)C1CCCCC1O.[Er+3], 2.48
O=C(O)C1CCCCC1O.[Yb+3], 2.61
CC(C)CC(C)(O)C(=O)O.[La+3], 2.07
CC(C)CC(C)(O)C(=O)O.[Ce+3], 2.23
CC(C)CC(C)(O)C(=O)O.[Pr+3], 2.51
CC(C)CC(C)(O)C(=O)O.[Nd+3], 2.53
CC(C)CC(C)(O)C(=O)O.[Sm+3], 2.71
CC(C)CC(C)(O)C(=O)O.[Eu+3], 2.71
CC(C)CC(C)(O)C(=O)O.[Gd+3], 2.77
CC(C)CC(C)(O)C(=O)O.[Dy+3], 3.18
CC(C)CC(C)(O)C(=O)O.[Er+3], 3.24
CC(C)CC(C)(O)C(=O)O.[Yb+3], 3.21
CC(C)CC(C)(O)C(=O)O.[Yb+3], 3.23
O=Cc1c(O)cccc1Cl.[La+3], 4.08
O=Cc1c(O)cccc1Cl.[Y+3], 4.87
CCCC(O)(CCC)C(=O)O.[Pr+3], 2.53
CCCC(O)(CCC)C(=O)O.[Nd+3], 2.61
CCCC(O)(CCC)C(=O)O.[Sm+3], 2.65
CCCC(O)(CCC)C(=O)O.[Eu+3], 2.81
CCCC(O)(CCC)C(=O)O.[Gd+3], 2.83
CCCC(O)(CCC)C(=O)O.[Dy+3], 3.08
CCCC(O)(CCC)C(=O)O.[Er+3], 3.29
CCCC(O)(CCC)C(=O)O.[Yb+3], 3.36
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[La+3], 10.13
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Nd+3], 11.6
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Sm+3], 12.56
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Gd+3], 12.27
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Dy+3], 12.89
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Er+3], 13.39
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Lu+3], 13.37
CC(CP(=O)(O)O)NCCNC(C)CP(=O)(O)O.[Y+3], 12.87
CC(=O)Oc1ccc(O)c(=O)cc1.[La+3], 7.2
CC(=O)Oc1ccc(O)c(=O)cc1.[Ce+3], 7.42
CC(=O)Oc1ccc(O)c(=O)cc1.[Pr+3], 7.74
CC(=O)Oc1ccc(O)c(=O)cc1.[Nd+3], 7.76
CC(=O)Oc1ccc(O)c(=O)cc1.[Sm+3], 7.98
CC(=O)Oc1ccc(O)c(=O)cc1.[Gd+3], 8.02
CC(=O)Oc1ccc(O)c(=O)cc1.[Dy+3], 8.28
CC(=O)Oc1ccc(O)c(=O)cc1.[Ho+3], 8.24
CC(=O)Oc1ccc(O)c(=O)cc1.[Er+3], 8.35
CC(=O)Oc1ccc(O)c(=O)cc1.[Yb+3], 8.6
CC(=O)Oc1ccc(O)c(=O)cc1.[Lu+3], 8.64
CC(=O)Oc1ccc(O)c(=O)cc1.[Y+3], 8.26
CC(O)(C(=O)O)c1ccccc1.[Pr+3], 2.4
CC(O)(C(=O)O)c1ccccc1.[Nd+3], 2.55
CC(O)(C(=O)O)c1ccccc1.[Sm+3], 2.57
CC(O)(C(=O)O)c1ccccc1.[Eu+3], 2.55
CC(O)(C(=O)O)c1ccccc1.[Gd+3], 2.54
CC(O)(C(=O)O)c1ccccc1.[Ho+3], 2.97
CC(O)(C(=O)O)c1ccccc1.[Er+3], 3.03
CC(O)(C(=O)O)c1ccccc1.[Yb+3], 3.05
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[La+3], 4.68
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Ce+3], 4.81
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Pr+3], 4.97
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Nd+3], 5.09
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Sm+3], 5.3
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Eu+3], 5.43
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Gd+3], 5.21
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Tb+3], 5.32
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Dy+3], 5.45
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Ho+3], 5.59
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Er+3], 5.69
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Tm+3], 5.82
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Yb+3], 5.93
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Lu+3], 5.82
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Y+3], 5.5
O=C(O)C(O)(O)C(=O)O.[La+3], 3.25
O=C(O)C(O)(O)C(=O)O.[Ce+3], 3.68
O=C(O)C(O)(O)C(=O)O.[Pr+3], 3.76
O=C(O)C(O)(O)C(=O)O.[Nd+3], 3.94
O=C(O)C(O)(O)C(=O)O.[Sm+3], 4.06
O=C(O)C(O)(O)C(=O)O.[Eu+3], 4.05
O=C(O)C(O)(O)C(=O)O.[Gd+3], 3.83
O=C(O)C(O)(O)C(=O)O.[Tb+3], 3.56
O=C(O)C(O)(O)C(=O)O.[Dy+3], 3.82
O=C(O)C(O)(O)C(=O)O.[Ho+3], 3.71
O=C(O)C(O)(O)C(=O)O.[Er+3], 3.67
O=C(O)C(O)(O)C(=O)O.[Tm+3], 3.67
O=C(O)C(O)(O)C(=O)O.[Yb+3], 3.96
O=C(O)C(O)(O)C(=O)O.[Lu+3], 3.65
OP(O)CNCCNCP(O)O.[La+3], 4.16
CC(CO)(CO)C(=O)O.[La+3], 2.06
CC(CO)(CO)C(=O)O.[Pr+3], 2.3
CC(CO)(CO)C(=O)O.[Nd+3], 2.37
CC(CO)(CO)C(=O)O.[Sm+3], 2.48
CC(CO)(CO)C(=O)O.[Eu+3], 2.46
CC(CO)(CO)C(=O)O.[Gd+3], 2.37
CC(CO)(CO)C(=O)O.[Tb+3], 2.3
CC(CO)(CO)C(=O)O.[Dy+3], 2.27
CC(CO)(CO)C(=O)O.[Ho+3], 2.28
CC(CO)(CO)C(=O)O.[Er+3], 2.28
CC(CO)(CO)C(=O)O.[Tm+3], 2.31
CC(CO)(CO)C(=O)O.[Yb+3], 2.3
CC(CO)(CO)C(=O)O.[Lu+3], 2.34
CC(CO)(CO)C(=O)O.[Y+3], 2.17
NC(=O)CN(CC(N)=O)CC(N)=O.[La+3], 2.3
N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO.[Eu+3], 5.24
OP(O)CN(CCN(CP(O)O)CP(O)O)CP(O)O.[La+3], 6.44
O=C(O)c1ccccc1S(=O)(=O)O.[La+3], 2.4
O=C(O)c1ccccc1S(=O)(=O)O.[Ce+3], 2.1
O=C(O)c1ccccc1S(=O)(=O)O.[Pr+3], 2
O=C(O)c1ccccc1S(=O)(=O)O.[Nd+3], 2.4
O=C(O)c1ccccc1S(=O)(=O)O.[Sm+3], 2.5
CCP(=O)(CC)C(C)C(=O)O.[Pm+3], 1.82
CC(=O)CC(=O)c1ccc[se]1.[Eu+3], 6.24
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[La+3], 10.33
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Ce+3], 10.68
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Ce+3], 10.76
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Pr+3], 10.5
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Nd+3], 10.46
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Sm+3], 10.97
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Eu+3], 11.04
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Eu+2], 4.52
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Gd+3], 10.78
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Tb+3], 11.44
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Dy+3], 11.28
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Ho+3], 11.29
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Er+3], 11.29
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Tm+3], 11.32
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Yb+3], 11.42
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Lu+3], 11.39
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Y+3], 10.47
Nc1ccc(SCC(=O)O)cc1.[La+3], 3.5
Nc1ccc(SCC(=O)O)cc1.[Pr+3], 3.5
Nc1ccc(SCC(=O)O)cc1.[Nd+3], 3.5
O=C(O)CN=Cc1ccccc1O.[La+3], 5.15
O=C(O)CN=Cc1ccccc1O.[Ce+3], 5.55
O=C(O)CN=Cc1ccccc1O.[Y+3], 6.64
CCCCCCC(=O)CC(C)=O.[Nd+3], 6.9
CCCCCCC(=O)CC(C)=O.[Eu+3], 6.3
C[C@H](N=Cc1ccccc1O)C(=O)O.[La+3], 5.3
C[C@H](N=Cc1ccccc1O)C(=O)O.[Ce+3], 6.21
C[C@H](N=Cc1ccccc1O)C(=O)O.[Y+3], 6.9
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[La+3], 3.94
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Ce+3], 4.17
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Pr+3], 4.39
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Pr+3], 4.25
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Nd+3], 4.47
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Nd+3], 4.52
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Sm+3], 4.69
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Eu+3], 4.64
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Gd+3], 4.57
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Tb+3], 4.42
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Dy+3], 4.38
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Ho+3], 4.4
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Er+3], 4.41
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Tm+3], 4.47
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Yb+3], 4.53
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Lu+3], 4.58
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12.[Y+3], 4.24
Cc1ccc(O)c(C(NCCC(=O)O)C(=O)O)c1.[Ho+3], 13.1
O=C(CC(=O)c1ccc[se]1)c1ccccc1.[Eu+3], 5.5
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 10.68
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 11.27
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 11.54
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 11.66
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 11.87
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Eu+3], 11.82
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Gd+3], 11.74
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tb+3], 11.7
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Dy+3], 11.72
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ho+3], 11.75
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Er+3], 11.87
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tm+3], 11.99
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Yb+3], 12.08
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Lu+3], 12.14
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 16.43
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 17.19
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 17.6
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 17.9
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 18.62
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Eu+3], 18.7
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Gd+3], 19.4
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Tb+3], 19.7
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Dy+3], 19.3
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Ho+3], 19.5
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Er+3], 19.3
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Tm+3], 19.1
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Yb+3], 19.5
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O.[Lu+3], 19.1
CN(C)C(=O)c1cc(S(=O)(=O)O)cc(O)c1O.[Eu+3], 12
CN(C)C(=O)c1cc(S(=O)(=O)O)cc(O)c1O.[Lu+3], 13.3
Cc1ccc([N+](=O)[O-])c(C)n1.[Ce+3], -0.15
Cc1ccc(S(=O)(=O)O)c(C)n1.[Ce+3], -0.15
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 7.58
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 8.08
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 8.37
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 8.43
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 8.71
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Eu+3], 8.9
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Gd+3], 8.79
